"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL048C",25.3243036730682,0.830530602773163,0.27989168982517,2.9673285523123,0.00300399765817333,0.0109459787867272
"YAL049C",98.2976473219286,-0.0749370475357328,0.147373433994797,-0.508484097197453,0.611113888902963,0.740978520453497
"YAL051W",67.08862063675,-0.37636617969028,0.175590281437307,-2.14343400220962,0.0320782652464352,0.0799679782681243
"YAL053W",586.251157693124,-0.192691277912058,0.0612043290034346,-3.14832759462561,0.00164207554857463,0.00640419593959829
"YAL054C",56.0878873967991,-0.891685720693157,0.208263481886093,-4.28152699944224,1.8561519718079e-05,0.000107459640712176
"YAL055W",58.0448569799725,-0.427753948998684,0.198312161546973,-2.15697285361576,0.0310077796606539,0.0779644996741179
"YAL056C-A",7.45834737831159,0.362181887544801,0.539587097833319,0.671220436884279,0.502080111257873,0.64423593735991
"YAL056W",163.443295195177,-0.351096523549944,0.11391695908894,-3.08203911303346,0.00205587821908351,0.00786283248702113
"YAL058W",41.9908559322329,0.469502757613811,0.212491007356732,2.20951824481497,0.0271386148110156,0.0696873772685787
"YAL059C-A",0,NA,NA,NA,NA,NA
"YAL059W",17.536599682209,-0.042543861206445,0.339626842291009,-0.125266486357375,0.900312583169422,0.941411867482151
"YAL060W",251.622894496073,0.84476601062924,0.0889039690716006,9.50200558480005,2.05886140280539e-21,2.93817647596742e-20
"YAL061W",259.449532548046,2.75479541842396,0.10194157900382,27.0232759325882,7.87445727862792e-161,5.29599137398784e-159
"YAL062W",82.3839361809754,0.136908398475028,0.158104139233257,0.865938103448655,0.386524106121207,0.539546345528432
"YAL063C",62.6984009399771,0.0899542279184411,0.180574842198182,0.49815481948319,0.618374924398593,0.746324546350029
"YAL063C-A",1.00786220166898,-2.75508318404577,1.43857199802098,-1.91515140558547,0.0554731976592629,0.125720583327511
"YAL064C-A",4.8019870872584,0.30649966218634,0.655191558571493,0.467801604243189,0.639926473288417,0.763755930551137
"YAL064W",1.06964542116525,-2.84652480442894,1.43501755527464,-1.98361671184167,0.0472985847485306,0.110096337547942
"YAL064W-B",1.21999026444164,-0.27392854650916,1.32164182013832,-0.207263830740837,0.835803819679567,0.900748102731154
"YAL065C",1.91538388239772,1.2338598685067,1.12576649922885,1.09601757500502,0.273071083336292,0.42302263877776
"YAL066W",0.0750526923531905,0.671878721673522,3.5338115409304,0.190128622845752,0.84920834136426,NA
"YAL067C",5.87687007945526,-2.00261161728858,0.732272348326206,-2.73479071258946,0.00624199492617596,0.020371484289383
"YAL067W-A",0.630749242624286,0.639964744077531,1.91944088520816,0.333412062340293,0.738823259129769,0.834525753835697
"YAL068C",0.0826004504022632,0.671878721673522,3.5338115409304,0.190128622845752,0.84920834136426,NA
"YAL068W-A",0,NA,NA,NA,NA,NA
"YAL069W",0.829474124766207,-1.38466775144713,1.54103431121003,-0.898531422288635,0.368902300858949,0.521628348474676
"YAR002C-A",192.672905119066,-0.324233336291951,0.106582900707993,-3.04207648823762,0.00234952183380356,0.00885729101568642
"YAR002W",87.5432072755804,0.0979825034332771,0.163418810928076,0.599579099106291,0.548786779981126,0.686607960229701
"YAR003W",66.6888274514342,-0.0654255725743307,0.173603108866829,-0.376868669008219,0.706271206103926,0.811531545799531
"YAR007C",111.695655898186,-0.397774639512826,0.135242115655804,-2.94120391110396,0.00326939235940412,0.011809760957071
"YAR008W",32.7466716936083,-0.923189145289827,0.265479428200632,-3.47744136540832,0.00050622375769284,0.0022255539611503
"YAR014C",116.374611102043,0.0937549319619492,0.12985900921876,0.72197479809822,0.4703099721791,0.616739191893024
"YAR015W",325.225097883355,2.11714924774852,0.0833169094632515,25.4107990969388,1.91596133613423e-142,1.16468341990775e-140
"YAR018C",44.0583508373947,-0.31028755026851,0.219581484524722,-1.4130861303726,0.157630400788421,0.281906476318075
"YAR019C",42.7202259062519,-0.399818215995334,0.234289071413011,-1.70651671281126,0.0879119173190359,0.180565023161451
"YAR019W-A",0.606823581246124,0.600948770981441,1.75632907276309,0.342161830775834,0.732229108114741,0.829745908137909
"YAR020C",3.60146570525223,0.680594304674935,0.728796891541548,0.933860054253722,0.350376086552575,0.503469100183678
"YAR023C",12.3967656399605,0.145930626150954,0.404672804135927,0.36061387041452,0.718388118997671,0.819792362509617
"YAR027W",106.9794050755,0.166097922127959,0.143265858004006,1.15936849464381,0.246306013126253,0.392822052215987
"YAR028W",47.1562123345217,0.279190030436243,0.200966950607264,1.38923355105211,0.164761742468075,0.292022522132009
"YAR029W",1.85971493106327,-1.44135293498344,1.1653034227114,-1.23689067318599,0.216127673103417,0.356472514834282
"YAR030C",4.29437360504258,0.163388405729094,0.709894656348198,0.23015866406093,0.817968480919825,0.889132863888434
"YAR031W",12.0531566183748,-0.348664206722212,0.444464950788737,-0.784458270789363,0.432771258256927,0.583862546884399
